,BlockNumber,BlockType,TrialNum,Stim,Response,ResponseTime,Category,Match,Type
0,-1,death-me,2,I,1,556,Me,1,2
1,-1,death-me,3,their,1,656,Not me,0,2
2,-1,death-me,4,deceased,1,747,Death,1,2
3,-1,death-me,5,live,1,1237,Life,0,2
4,-1,death-me,6,suicide,0,0,Death,1,2
5,-1,death-me,7,survive,0,0,Life,0,2
6,-1,death-me,8,mine,0,0,Me,1,2
7,-1,death-me,9,them,0,0,Not me,0,2
8,-1,death-me,10,funeral,0,0,Death,1,2
9,-1,death-me,11,my,0,0,Me,1,2
10,0,life-me,12,self,1,856,Me,1,1
11,0,life-me,13,lifeless,1,1046,Death,0,1
12,0,life-me,14,my,1,731,Me,1,1
13,0,life-me,15,die,1,598,Death,0,1
14,0,life-me,16,survive,1,682,Life,1,1
15,0,life-me,17,live,1,673,Life,1,1
16,0,life-me,18,funeral,1,888,Death,0,1
17,0,life-me,19,thrive,1,731,Life,1,1
18,0,life-me,20,they,1,704,Not me,0,1
19,0,life-me,21,theirs,1,1384,Not me,0,1
20,0,life-me,22,deceased,1,1090,Death,0,1
21,0,life-me,23,breathing,1,1373,Life,1,1
22,0,life-me,24,suicide,1,806,Death,0,1
23,0,life-me,25,I,1,797,Me,1,1
24,0,life-me,26,their,1,1398,Not me,0,1
25,0,life-me,27,myself,1,732,Me,1,1
26,0,life-me,28,them,1,782,Not me,0,1
27,0,life-me,29,alive,1,698,Life,1,1
28,0,life-me,30,mine,1,648,Me,1,1
29,0,life-me,31,other,1,772,Not me,0,1
30,1,death-me,32,theirs,1,1841,Not me,0,2
31,1,death-me,33,them,1,799,Not me,0,2
32,1,death-me,34,other,1,888,Not me,0,2
33,1,death-me,35,live,1,40,Life,0,2
34,1,death-me,36,myself,1,832,Me,1,2
35,1,death-me,37,lifeless,1,931,Death,1,2
36,1,death-me,38,self,1,763,Me,1,2
37,1,death-me,39,alive,1,657,Life,0,2
38,1,death-me,40,thrive,1,1406,Life,0,2
39,1,death-me,41,their,1,1248,Not me,0,2
40,1,death-me,42,breathing,1,970,Life,0,2
41,1,death-me,43,my,1,946,Me,1,2
42,1,death-me,44,survive,1,1123,Life,0,2
43,1,death-me,45,I,1,1156,Me,1,2
44,1,death-me,46,mine,1,748,Me,1,2
45,1,death-me,47,suicide,1,640,Death,1,2
46,1,death-me,48,they,0,0,Not me,0,2
47,1,death-me,49,funeral,1,933,Death,1,2
48,1,death-me,50,deceased,1,831,Death,1,2
49,1,death-me,51,die,1,571,Death,1,2
50,2,life-me,52,funeral,1,1089,Death,0,1
51,2,life-me,53,die,1,515,Death,0,1
52,2,life-me,54,lifeless,1,598,Death,0,1
53,2,life-me,55,they,1,421,Not me,0,1
54,2,life-me,56,live,1,897,Life,1,1
55,2,life-me,57,thrive,1,640,Life,1,1
56,2,life-me,58,alive,1,531,Life,1,1
57,2,life-me,59,suicide,1,484,Death,0,1
58,2,life-me,60,mine,1,458,Me,1,1
59,2,life-me,61,my,1,614,Me,1,1
60,2,life-me,62,survive,1,657,Life,1,1
61,2,life-me,63,their,1,523,Not me,0,1
62,2,life-me,64,I,1,607,Me,1,1
63,2,life-me,65,other,1,629,Not me,0,1
64,2,life-me,66,deceased,1,641,Death,0,1
65,2,life-me,67,them,1,548,Not me,0,1
66,2,life-me,68,myself,1,739,Me,1,1
67,2,life-me,69,breathing,1,645,Life,1,1
68,2,life-me,70,self,1,614,Me,1,1
69,2,life-me,71,theirs,1,541,Not me,0,1
70,3,death-me,72,suicide,1,664,Death,1,2
71,3,death-me,73,I,1,655,Me,1,2
72,3,death-me,74,die,1,764,Death,1,2
73,3,death-me,75,deceased,1,676,Death,1,2
74,3,death-me,76,theirs,1,481,Not me,0,2
75,3,death-me,77,other,1,711,Not me,0,2
76,3,death-me,78,breathing,1,856,Life,0,2
77,3,death-me,79,thrive,1,807,Life,0,2
78,3,death-me,80,self,1,731,Me,1,2
79,3,death-me,81,funeral,1,616,Death,1,2
80,3,death-me,82,survive,1,1223,Life,0,2
81,3,death-me,83,live,1,996,Life,0,2
82,3,death-me,84,lifeless,1,737,Death,1,2
83,3,death-me,85,myself,1,848,Me,1,2
84,3,death-me,86,my,1,792,Me,1,2
85,3,death-me,87,them,1,689,Not me,0,2
86,3,death-me,88,their,1,707,Not me,0,2
87,3,death-me,89,they,1,631,Not me,0,2
88,3,death-me,90,mine,1,706,Me,1,2
89,3,death-me,91,alive,1,731,Life,0,2
90,4,life-me,92,theirs,1,1073,Not me,0,1
91,4,life-me,93,thrive,1,758,Life,1,1
92,4,life-me,94,alive,1,631,Life,1,1
93,4,life-me,95,them,1,484,Not me,0,1
94,4,life-me,96,mine,1,539,Me,1,1
95,4,life-me,97,they,1,589,Not me,0,1
96,4,life-me,98,myself,1,665,Me,1,1
97,4,life-me,99,my,1,616,Me,1,1
98,4,life-me,100,survive,1,689,Life,1,1
99,4,life-me,101,live,1,565,Life,1,1
100,4,life-me,102,lifeless,1,631,Death,0,1
101,4,life-me,103,die,1,681,Death,0,1
102,4,life-me,104,other,1,640,Not me,0,1
103,4,life-me,105,breathing,1,631,Life,1,1
104,4,life-me,106,deceased,1,589,Death,0,1
105,4,life-me,107,self,1,789,Me,1,1
106,4,life-me,108,their,1,781,Not me,0,1
107,4,life-me,109,funeral,1,755,Death,0,1
108,4,life-me,110,suicide,1,827,Death,0,1
109,4,life-me,111,I,1,656,Me,1,1
110,5,death-me,112,lifeless,1,907,Death,1,2
111,5,death-me,113,them,1,922,Not me,0,2
112,5,death-me,114,myself,1,955,Me,1,2
113,5,death-me,115,suicide,1,956,Death,1,2
114,5,death-me,116,die,1,748,Death,1,2
115,5,death-me,117,deceased,1,664,Death,1,2
116,5,death-me,118,I,1,1090,Me,1,2
117,5,death-me,119,theirs,1,747,Not me,0,2
118,5,death-me,120,funeral,1,781,Death,1,2
119,5,death-me,121,thrive,1,1031,Life,0,2
120,5,death-me,122,other,1,897,Not me,0,2
121,5,death-me,123,breathing,1,1147,Life,0,2
122,5,death-me,124,self,1,815,Me,1,2
123,5,death-me,125,live,1,880,Life,0,2
124,5,death-me,126,they,1,939,Not me,0,2
125,5,death-me,127,survive,1,682,Life,0,2
126,5,death-me,128,their,1,1090,Not me,0,2
127,5,death-me,129,mine,1,906,Me,1,2
128,5,death-me,130,my,1,590,Me,1,2
129,5,death-me,131,alive,1,681,Life,0,2
130,6,life-me,132,theirs,1,1406,Not me,0,1
131,6,life-me,133,alive,1,625,Life,1,1
132,6,life-me,134,I,1,514,Me,1,1
133,6,life-me,135,they,1,705,Not me,0,1
134,6,life-me,136,self,1,831,Me,1,1
135,6,life-me,137,thrive,1,606,Life,1,1
136,6,life-me,138,die,1,475,Death,0,1
137,6,life-me,139,live,1,598,Life,1,1
138,6,life-me,140,suicide,1,689,Death,0,1
139,6,life-me,141,deceased,1,965,Death,0,1
140,6,life-me,142,my,1,723,Me,1,1
141,6,life-me,143,mine,1,648,Me,1,1
142,6,life-me,144,them,1,614,Not me,0,1
143,6,life-me,145,breathing,1,670,Life,1,1
144,6,life-me,146,other,1,1024,Not me,0,1
145,6,life-me,147,funeral,1,674,Death,0,1
146,6,life-me,148,myself,1,593,Me,1,1
147,6,life-me,149,survive,1,651,Life,1,1
148,6,life-me,150,their,1,723,Not me,0,1
149,6,life-me,151,lifeless,1,765,Death,0,1
150,7,death-me,152,live,1,1889,Life,0,2
151,7,death-me,153,other,1,840,Not me,0,2
152,7,death-me,154,myself,1,1008,Me,1,2
153,7,death-me,155,lifeless,1,1081,Death,1,2
154,7,death-me,156,breathing,1,898,Life,0,2
155,7,death-me,157,my,1,647,Me,1,2
156,7,death-me,158,survive,1,1093,Life,0,2
157,7,death-me,159,thrive,1,915,Life,0,2
158,7,death-me,160,funeral,1,811,Death,1,2
159,7,death-me,161,mine,1,670,Me,1,2
160,7,death-me,162,die,1,588,Death,1,2
161,7,death-me,163,them,1,648,Not me,0,2
162,7,death-me,164,their,1,606,Not me,0,2
163,7,death-me,165,deceased,1,706,Death,1,2
164,7,death-me,166,I,1,657,Me,1,2
165,7,death-me,167,self,1,676,Me,1,2
166,7,death-me,168,alive,1,904,Life,0,2
167,7,death-me,169,theirs,1,807,Not me,0,2
168,7,death-me,170,they,1,773,Not me,0,2
169,7,death-me,171,suicide,1,782,Death,1,2
170,8,life-me,172,they,1,1339,Not me,0,1
171,8,life-me,173,other,1,746,Not me,0,1
172,8,life-me,174,die,1,731,Death,0,1
173,8,life-me,175,deceased,1,549,Death,0,1
174,8,life-me,176,funeral,1,640,Death,0,1
175,8,life-me,177,alive,1,597,Life,1,1
176,8,life-me,178,mine,1,656,Me,1,1
177,8,life-me,179,them,1,647,Not me,0,1
178,8,life-me,180,I,1,564,Me,1,1
179,8,life-me,181,theirs,1,557,Not me,0,1
180,8,life-me,182,thrive,1,859,Life,1,1
181,8,life-me,183,myself,1,628,Me,1,1
182,8,life-me,184,live,1,1166,Life,1,1
183,8,life-me,185,self,1,649,Me,1,1
184,8,life-me,186,their,1,542,Not me,0,1
185,8,life-me,187,suicide,1,698,Death,0,1
186,8,life-me,188,survive,1,774,Life,1,1
187,8,life-me,189,breathing,1,681,Life,1,1
188,8,life-me,190,lifeless,1,674,Death,0,1
189,8,life-me,191,my,1,631,Me,1,1
190,9,death-me,192,funeral,1,707,Death,1,2
191,9,death-me,193,live,1,1265,Life,0,2
192,9,death-me,194,die,1,740,Death,1,2
193,9,death-me,195,alive,1,781,Life,0,2
194,9,death-me,196,suicide,1,772,Death,1,2
195,9,death-me,197,they,1,681,Not me,0,2
196,9,death-me,198,their,1,672,Not me,0,2
197,9,death-me,199,thrive,1,624,Life,0,2
198,9,death-me,200,mine,1,724,Me,1,2
199,9,death-me,201,self,1,681,Me,1,2
200,9,death-me,202,lifeless,1,665,Death,1,2
201,9,death-me,203,myself,1,1013,Me,1,2
202,9,death-me,204,survive,1,798,Life,0,2
203,9,death-me,205,them,1,906,Not me,0,2
204,9,death-me,206,breathing,1,898,Life,0,2
205,9,death-me,207,I,1,875,Me,1,2
206,9,death-me,208,deceased,1,639,Death,1,2
207,9,death-me,209,theirs,1,731,Not me,0,2
208,9,death-me,210,other,1,940,Not me,0,2
209,9,death-me,211,my,1,840,Me,1,2
210,10,life-me,212,breathing,1,657,Life,1,1
211,10,life-me,213,they,1,782,Not me,0,1
212,10,life-me,214,live,1,605,Life,1,1
213,10,life-me,215,suicide,1,598,Death,0,1
214,10,life-me,216,them,1,839,Not me,0,1
215,10,life-me,217,my,1,555,Me,1,1
216,10,life-me,218,myself,1,542,Me,1,1
217,10,life-me,219,lifeless,1,714,Death,0,1
218,10,life-me,220,deceased,1,723,Death,0,1
219,10,life-me,221,self,1,640,Me,1,1
220,10,life-me,222,I,1,572,Me,1,1
221,10,life-me,223,thrive,1,782,Life,1,1
222,10,life-me,224,die,1,664,Death,0,1
223,10,life-me,225,survive,1,712,Life,1,1
224,10,life-me,226,their,1,772,Not me,0,1
225,10,life-me,227,theirs,1,698,Not me,0,1
226,10,life-me,228,mine,1,539,Me,1,1
227,10,life-me,229,alive,1,565,Life,1,1
228,10,life-me,230,funeral,1,515,Death,0,1
229,10,life-me,231,other,1,531,Not me,0,1
230,11,death-me,232,them,1,1057,Not me,0,2
231,11,death-me,233,myself,1,623,Me,1,2
232,11,death-me,234,they,1,631,Not me,0,2
233,11,death-me,235,I,1,898,Me,1,2
234,11,death-me,236,self,1,757,Me,1,2
235,11,death-me,237,suicide,1,1065,Death,1,2
236,11,death-me,238,thrive,1,973,Life,0,2
237,11,death-me,239,my,1,698,Me,1,2
238,11,death-me,240,theirs,1,740,Not me,0,2
239,11,death-me,241,alive,1,678,Life,0,2
240,11,death-me,242,live,1,781,Life,0,2
241,11,death-me,243,breathing,1,1766,Life,0,2
242,11,death-me,244,other,1,940,Not me,0,2
243,11,death-me,245,deceased,1,566,Death,1,2
244,11,death-me,246,survive,1,765,Life,0,2
245,11,death-me,247,their,1,773,Not me,0,2
246,11,death-me,248,die,1,748,Death,1,2
247,11,death-me,249,lifeless,1,691,Death,1,2
248,11,death-me,250,funeral,1,672,Death,1,2
249,11,death-me,251,mine,1,806,Me,1,2
250,12,life-me,252,theirs,1,873,Not me,0,1
251,12,life-me,253,thrive,1,698,Life,1,1
252,12,life-me,254,I,1,532,Me,1,1
253,12,life-me,255,die,1,598,Death,0,1
254,12,life-me,256,lifeless,1,656,Death,0,1
255,12,life-me,257,live,1,598,Life,1,1
256,12,life-me,258,myself,1,599,Me,1,1
257,12,life-me,259,funeral,1,618,Death,0,1
258,12,life-me,260,alive,1,640,Life,1,1
259,12,life-me,261,self,1,682,Me,1,1
260,12,life-me,262,my,1,739,Me,1,1
261,12,life-me,263,breathing,1,713,Life,1,1
262,12,life-me,264,their,1,673,Not me,0,1
263,12,life-me,265,mine,1,664,Me,1,1
264,12,life-me,266,them,1,622,Not me,0,1
265,12,life-me,267,deceased,1,556,Death,0,1
266,12,life-me,268,suicide,1,673,Death,0,1
267,12,life-me,269,survive,1,667,Life,1,1
268,12,life-me,270,other,1,733,Not me,0,1
269,12,life-me,271,they,1,678,Not me,0,1
270,13,death-me,272,suicide,1,623,Death,1,2
271,13,death-me,273,thrive,1,726,Life,0,2
272,13,death-me,274,self,1,973,Me,1,2
273,13,death-me,275,live,1,739,Life,0,2
274,13,death-me,276,theirs,1,639,Not me,0,2
275,13,death-me,277,die,1,681,Death,1,2
276,13,death-me,278,I,1,523,Me,1,2
277,13,death-me,279,them,1,543,Not me,0,2
278,13,death-me,280,deceased,1,742,Death,1,2
279,13,death-me,281,their,1,932,Not me,0,2
280,13,death-me,282,my,1,574,Me,1,2
281,13,death-me,283,survive,1,856,Life,0,2
282,13,death-me,284,alive,1,814,Life,0,2
283,13,death-me,285,they,1,686,Not me,0,2
284,13,death-me,286,breathing,1,757,Life,0,2
285,13,death-me,287,funeral,1,607,Death,1,2
286,13,death-me,288,myself,1,706,Me,1,2
287,13,death-me,289,mine,1,573,Me,1,2
288,13,death-me,290,lifeless,1,642,Death,1,2
289,13,death-me,291,other,1,915,Not me,0,2
290,14,life-me,292,I,1,620,Me,1,1
291,14,life-me,293,mine,1,615,Me,1,1
292,14,life-me,294,theirs,1,623,Not me,0,1
293,14,life-me,295,die,1,522,Death,0,1
294,14,life-me,296,self,1,489,Me,1,1
295,14,life-me,297,myself,1,515,Me,1,1
296,14,life-me,298,alive,1,482,Life,1,1
297,14,life-me,299,them,1,823,Not me,0,1
298,14,life-me,300,other,1,639,Not me,0,1
299,14,life-me,301,live,1,681,Life,1,1
300,14,life-me,302,they,1,599,Not me,0,1
301,14,life-me,303,my,1,541,Me,1,1
302,14,life-me,304,deceased,1,541,Death,0,1
303,14,life-me,305,survive,1,598,Life,1,1
304,14,life-me,306,breathing,1,673,Life,1,1
305,14,life-me,307,thrive,1,681,Life,1,1
306,14,life-me,308,funeral,1,490,Death,0,1
307,14,life-me,309,lifeless,1,779,Death,0,1
308,14,life-me,310,suicide,1,661,Death,0,1
309,14,life-me,311,their,1,623,Not me,0,1
310,15,death-me,312,self,1,998,Me,1,2
311,15,death-me,313,my,1,582,Me,1,2
312,15,death-me,314,other,1,508,Not me,0,2
313,15,death-me,315,die,1,830,Death,1,2
314,15,death-me,316,I,1,615,Me,1,2
315,15,death-me,317,thrive,1,715,Life,0,2
316,15,death-me,318,survive,1,754,Life,0,2
317,15,death-me,319,deceased,1,590,Death,1,2
318,15,death-me,320,their,1,723,Not me,0,2
319,15,death-me,321,suicide,1,732,Death,1,2
320,15,death-me,322,breathing,1,656,Life,0,2
321,15,death-me,323,funeral,1,647,Death,1,2
322,15,death-me,324,them,1,890,Not me,0,2
323,15,death-me,325,myself,1,658,Me,1,2
324,15,death-me,326,they,1,629,Not me,0,2
325,15,death-me,327,lifeless,1,865,Death,1,2
326,15,death-me,328,alive,1,897,Life,0,2
327,15,death-me,329,live,1,1073,Life,0,2
328,15,death-me,330,theirs,1,947,Not me,0,2
329,15,death-me,331,mine,1,665,Me,1,2
330,16,life-me,332,funeral,1,1290,Death,0,1
331,16,life-me,333,theirs,1,747,Not me,0,1
332,16,life-me,334,lifeless,1,620,Death,0,1
333,16,life-me,335,other,1,548,Not me,0,1
334,16,life-me,336,their,1,547,Not me,0,1
335,16,life-me,337,myself,1,601,Me,1,1
336,16,life-me,338,they,1,718,Not me,0,1
337,16,life-me,339,mine,1,556,Me,1,1
338,16,life-me,340,die,1,584,Death,0,1
339,16,life-me,341,live,1,522,Life,1,1
340,16,life-me,342,thrive,1,688,Life,1,1
341,16,life-me,343,suicide,1,632,Death,0,1
342,16,life-me,344,alive,1,598,Life,1,1
343,16,life-me,345,survive,1,689,Life,1,1
344,16,life-me,346,my,1,641,Me,1,1
345,16,life-me,347,deceased,1,565,Death,0,1
346,16,life-me,348,self,1,608,Me,1,1
347,16,life-me,349,them,1,741,Not me,0,1
348,16,life-me,350,I,1,555,Me,1,1
349,16,life-me,351,breathing,1,539,Life,1,1
350,17,death-me,352,funeral,1,714,Death,1,2
351,17,death-me,353,lifeless,1,933,Death,1,2
352,17,death-me,354,self,1,948,Me,1,2
353,17,death-me,355,die,1,689,Death,1,2
354,17,death-me,356,other,1,864,Not me,0,2
355,17,death-me,357,theirs,1,916,Not me,0,2
356,17,death-me,358,survive,1,763,Life,0,2
357,17,death-me,359,live,1,823,Life,0,2
358,17,death-me,360,alive,1,676,Life,0,2
359,17,death-me,361,myself,1,798,Me,1,2
360,17,death-me,362,they,1,821,Not me,0,2
361,17,death-me,363,my,1,673,Me,1,2
362,17,death-me,364,mine,1,747,Me,1,2
363,17,death-me,365,thrive,1,714,Life,0,2
364,17,death-me,366,I,1,608,Me,1,2
365,17,death-me,367,breathing,1,1148,Life,0,2
366,17,death-me,368,them,1,832,Not me,0,2
367,17,death-me,369,their,1,699,Not me,0,2
368,17,death-me,370,suicide,1,756,Death,1,2
369,17,death-me,371,deceased,1,607,Death,1,2
